title,author,year,doi,url
Software Business,Sami HyrynsalmiJürgen MünchKari SmolanderJorge Melegati,2024,10.1007/978-3-031-53227-6,http://link.springer.com/book/10.1007/978-3-031-53227-6
Software Business,Noel CarrollAnh Nguyen-DucXiaofeng WangViktoria Stray,2022,10.1007/978-3-031-20706-8,http://link.springer.com/book/10.1007/978-3-031-20706-8
Software Business,Xiaofeng WangAntonio MartiniDr. Anh Nguyen-DucDr. Viktoria Stray,2021,10.1007/978-3-030-91983-2,http://link.springer.com/book/10.1007/978-3-030-91983-2
Software Development in the Post-PC Era: Towards Software Development as a Service,Sami AlajramiAlexander RomanovskyBarbara Gallina,2016,10.1007/978-3-319-49094-6_53,http://link.springer.com/chapter/10.1007/978-3-319-49094-6_53
Software Due Diligence,Dipl.-Ing. Christian Demant,2018,10.1007/978-3-662-53062-7,http://link.springer.com/book/10.1007/978-3-662-53062-7
Software Ecosystems,Tom MensCoen De RooverAnthony Cleve,2023,10.1007/978-3-031-36060-2,http://link.springer.com/book/10.1007/978-3-031-36060-2
Software Engineering Methods in Systems and Network Systems,Radek SilhavyPetr Silhavy,2024,10.1007/978-3-031-54813-0,http://link.springer.com/book/10.1007/978-3-031-54813-0
Software Engineering Perspectives in Systems,Prof. Radek Silhavy,2022,10.1007/978-3-031-09070-7,http://link.springer.com/book/10.1007/978-3-031-09070-7
Software Engineering and Algorithms,Dr. Radek Silhavy,2021,10.1007/978-3-030-77442-4,http://link.springer.com/book/10.1007/978-3-030-77442-4
Software Engineering and Formal Methods,Peter Csaba ÖlveczkyGwen Salaün,2019,10.1007/978-3-030-30446-1,http://link.springer.com/book/10.1007/978-3-030-30446-1
Software Engineering for AI-Based Systems: A Survey,"Mart\'{\i}nez-Fern\'{a}ndez, Silverio and Bogner, Justus and Franch, Xavier and Oriol, Marc and Siebert, Julien and Trendowicz, Adam and Vollmer, Anna Maria and Wagner, Stefan",2022,10.1145/3487043,https://doi.org/10.1145/3487043
Software Engineering for Games in Serious Contexts,Kendra M. L. CooperAntonio Bucchiarone,2023,10.1007/978-3-031-33338-5,http://link.springer.com/book/10.1007/978-3-031-33338-5
Software Life Cycle,Tejinder S. Randhawa,2022,10.1007/978-3-030-02391-1_1,http://link.springer.com/chapter/10.1007/978-3-030-02391-1_1
Software Product Lines,Klaus PohlAndreas Metzger,2018,10.1007/978-3-319-73897-0_11,http://link.springer.com/chapter/10.1007/978-3-319-73897-0_11
Software Quality as a Foundation for Security,Peter BludauRudolf RamlerDietmar WinklerJohannes Bergsmann,2024,10.1007/978-3-031-56281-5,http://link.springer.com/book/10.1007/978-3-031-56281-5
Software Specification and Documentation in Continuous Software Development: A Focus Group Report,"Van Heesch, U. and Theunissen, T. and Zimmermann, O. and Zdun, U.",2017,10.1145/3147704.3147742,https://doi.org/10.1145/3147704.3147742
Software Sustainability,Prof. Coral CaleroDr. Mª Ángeles MoragaProf. Mario Piattini,2021,10.1007/978-3-030-69970-3,http://link.springer.com/book/10.1007/978-3-030-69970-3
Software Technologies,Hans-Georg FillFrancisco José Domínguez MayoMarten van SinderenLeszek A. Maciaszek,2024,10.1007/978-3-031-61753-9,http://link.springer.com/book/10.1007/978-3-031-61753-9
Software Technologies,Prof. Dr. Hans-Georg FillDr. Marten van SinderenProf. Leszek A. Maciaszek,2022,10.1007/978-3-031-11513-4,http://link.springer.com/book/10.1007/978-3-031-11513-4
Software Technologies,Dr. Marten van SinderenLeszek A. MaciaszekProf. Dr. Hans-Georg Fill,2021,10.1007/978-3-030-83007-6,http://link.springer.com/book/10.1007/978-3-030-83007-6
Software Testing in the DevOps Context: A Systematic Mapping Study,B. PandoA. Dávila,2022,10.1134/S0361768822080175,http://link.springer.com/article/10.1134/S0361768822080175
Software architecture for quantum computing systems — A systematic review,Arif Ali Khan and Aakash Ahmad and Muhammad Waseem and Peng Liang and Mahdi Fahmideh and Tommi Mikkonen and Pekka Abrahamsson,2023,https://doi.org/10.1016/j.jss.2023.111682,https://www.sciencedirect.com/science/article/pii/S0164121223000778
Software evolutionary architecture: Automated planning for functional changes,Nacha Chondamrongkul and Jing Sun,2023,https://doi.org/10.1016/j.scico.2023.102978,https://www.sciencedirect.com/science/article/pii/S0167642323000606
Software process,"Fuggetta, Alfonso and Di Nitto, Elisabetta",2014,10.1145/2593882.2593883,https://doi.org/10.1145/2593882.2593883
Software techniques for engineering cyber-physical systems,"Kontogiannis, Kostas and Amyot, Daniel and Mylopoulos, John",2021,,
Software-Defined Network for End-to-end Networked Science at the Exascale,Inder Monga and Chin Guok and John MacAuley and Alex Sim and Harvey Newman and Justas Balcas and Phil DeMar and Linda Winkler and Tom Lehman and Xi Yang,2020,https://doi.org/10.1016/j.future.2020.04.018,https://www.sciencedirect.com/science/article/pii/S0167739X19305618
Softwaretests mit Python,Johannes Hubertz,2016,10.1007/978-3-662-48603-0,http://link.springer.com/book/10.1007/978-3-662-48603-0
South-East Asia Eye Health,Dr. Taraprasad DasDr. Patanjali Dev Nayar,2021,10.1007/978-981-16-3787-2,http://link.springer.com/book/10.1007/978-981-16-3787-2
Special Issue on New Paradigms of Software Production and Deployment,Alfredo CapozuccaJean-Michel BruelManuel MazzaraBertrand Meyer,2022,10.1007/s42979-022-01029-9,http://link.springer.com/article/10.1007/s42979-022-01029-9
Special issue on architecting for hyper connectivity and hyper virtualization,Bedir Tekinerdogan and Uwe Zdun and M. Ali Babar,2019,https://doi.org/10.1016/j.jss.2018.12.020,https://www.sciencedirect.com/science/article/pii/S0164121218302802
Special issue on quality management for information systems,Mario PiattiniIgnacio García-Rodríguez de GuzmánRicardo Pérez-Castillo,2020,10.1007/s11219-020-09516-z,http://link.springer.com/article/10.1007/s11219-020-09516-z
Specification of cloud topologies and orchestration using TOSCA: a survey,Julian BellendorfZoltán Ádám Mann,2020,10.1007/s00607-019-00750-3,http://link.springer.com/article/10.1007/s00607-019-00750-3
Specifying Web Interfaces for Command-Line Applications Based on OpenAPI,Dennis WoltersJonas KirchhoffGregor Engels,2020,10.1007/978-3-030-45989-5_3,http://link.springer.com/chapter/10.1007/978-3-030-45989-5_3
Springer Handbook of Automation,Shimon Y. Nof,2023,10.1007/978-3-030-96729-1,http://link.springer.com/book/10.1007/978-3-030-96729-1
Springer Handbook of Internet of Things,Sébastien ZieglerRenáta RadóczAdrian Quesada RodriguezSara Nieves Matheu Garcia,2024,10.1007/978-3-031-39650-2,http://link.springer.com/book/10.1007/978-3-031-39650-2
Standards-Based DevOps Automation and Integration Using TOSCA,"Wettinger, Johannes and Breitenb\""{u}cher, Uwe and Leymann, Frank",2014,10.1109/UCC.2014.14,https://doi.org/10.1109/UCC.2014.14
Stepwise Adoption of Continuous Delivery in Model-Driven Engineering,Jokin GarciaJordi Cabot,2019,10.1007/978-3-030-06019-0_2,http://link.springer.com/chapter/10.1007/978-3-030-06019-0_2
Strategic Analysis: Evolution of Information System in Cyber-Physical-Social Space,Hai Zhuge,2020,10.1007/978-981-13-7311-4_8,http://link.springer.com/chapter/10.1007/978-981-13-7311-4_8
Strategies to manage quality requirements in agile software development: a multiple case study,Pertti KarhapääWoubshet BehutiyePilar RodríguezMarkku OivoDolors CostalXavier FranchSanja AaramaaMichał ChoraśJari PartanenAntonin Abherve,2021,10.1007/s10664-020-09903-x,http://link.springer.com/article/10.1007/s10664-020-09903-x
Streamlining DevOps automation for Cloud applications using TOSCA as standardized metamodel,Johannes Wettinger and Uwe Breitenbücher and Oliver Kopp and Frank Leymann,2016,https://doi.org/10.1016/j.future.2015.07.017,https://www.sciencedirect.com/science/article/pii/S0167739X15002496
Structural Health Monitoring Based on Data Science Techniques,Prof. Alexandre CuryProf. Diogo RibeiroProf. Filippo UbertiniProf. Michael D. Todd,2022,10.1007/978-3-030-81716-9,http://link.springer.com/book/10.1007/978-3-030-81716-9
Subject Index,,2016,https://doi.org/10.1016/B978-0-12-802301-3.00026-0,https://www.sciencedirect.com/science/article/pii/B9780128023013000260
Supporting Early Phases of Digital Twin Development with Enterprise Modeling and Capability Management: Requirements from Two Industrial Cases,Kurt SandkuhlJanis Stirna,2020,10.1007/978-3-030-49418-6_19,http://link.springer.com/chapter/10.1007/978-3-030-49418-6_19
Survey of Automation Practices in Model-Driven Development and Operations,"Ponsard, Christophe and Ramon, Valery",2022,10.1145/3528228.3528405,
Survey of Predictive Autoscaling and Security of Cloud Resources Using Artificial Neural Networks,Prasanjit SinghPankaj Sharma,2022,10.1007/978-981-19-3182-6_14,http://link.springer.com/chapter/10.1007/978-981-19-3182-6_14
Survey of automation practices in model-driven development and operations,"Ponsard, Christophe and Ramon, Valery",2022,10.1145/3528228.3528405,https://doi.org/10.1145/3528228.3528405
Sustainable Communication Networks and Application,Dr. P. KarrupusamyDr. Valentina Emilia BalasDr. Yong Shi,2022,10.1007/978-981-16-6605-6,http://link.springer.com/book/10.1007/978-981-16-6605-6
"Sustainable Consumption and Production, Volume II",Ranjula Bali SwainSusanne Sweet,2021,10.1007/978-3-030-55285-5,http://link.springer.com/book/10.1007/978-3-030-55285-5
Synergies Between Artificial Intelligence and Software Engineering: Evolution and Trends,Aurora RamírezJosé Raúl Romero,2022,10.1007/978-3-031-08202-3_2,http://link.springer.com/chapter/10.1007/978-3-031-08202-3_2
System Dependability and Analytics,Assoc. Prof. Long WangProf. Karthik PattabiramanDr. Catello Di MartinoAssist. Prof. Arjun AthreyaProf. Saurabh Bagchi,2023,10.1007/978-3-031-02063-6,http://link.springer.com/book/10.1007/978-3-031-02063-6
System Innovations in Inter Data Center Transport Networks,Loukas ParaschisHarald BockParthiban KandappanBernd Sommerkorn-KrombholzJoao PedroAbhinava SadasivaraoSharfuddin SyedJeff RahnPaul DoolanBiao Lu,2020,10.1007/978-3-030-38085-4_38,http://link.springer.com/chapter/10.1007/978-3-030-38085-4_38
System Lifecycle Management,Prof. Dr. Martin Eigner,2021,10.1007/978-3-658-33874-9,http://link.springer.com/book/10.1007/978-3-658-33874-9
System and Software Processes in Practice: Insights from Chinese Industry,"Zhou, Peng and Ali Khan, Arif Ali and Liang, Peng and Badshah, Sher",2021,10.1145/3463274.3463786,https://doi.org/10.1145/3463274.3463786
System innovations in open WDM DCI networks,Loukas ParaschisHarald BockAbhinava Shivakumar SadasivaraoSharfuddin SyedBernd Sommerkorn-KrombholzJeff RahnBiao LuJoao PedroPaul DoolanParthiban Kandappan,2020,10.1007/s11107-020-00888-7,http://link.springer.com/article/10.1007/s11107-020-00888-7
Systematic literature reviews in software engineering—enhancement of the study selection process using Cohen’s Kappa statistic,Jorge Pérez and Jessica Díaz and Javier Garcia-Martin and Bernardo Tabuenca,2020,https://doi.org/10.1016/j.jss.2020.110657,https://www.sciencedirect.com/science/article/pii/S0164121220301217
"Systematic review of software engineering uses of multi-criteria decision-making methods: Trends, bibliographic analysis, challenges, recommendations, and future directions",Aws A. Magabaleh and Lana L. Ghraibeh and Afnan Y. Audeh and A.S. Albahri and Muhammet Deveci and Jurgita Antucheviciene,2024,https://doi.org/10.1016/j.asoc.2024.111859,https://www.sciencedirect.com/science/article/pii/S1568494624006331
Systematizing modeler experience (MX) in model-driven engineering success stories,Reyhaneh KalantariJulian OertelJoeri ExelmansSatrio Adi RukmonoVasco AmaralMatthias TichyKatharina JuhnkeJan-Philipp SteghöferSilvia Abrahão,2024,10.1007/s10270-024-01194-w,http://link.springer.com/article/10.1007/s10270-024-01194-w
Systems  Engineering and Artificial Intelligence,William F. LawlessRanjeev MittuDonald A. SofgeThomas ShortellThomas A. McDermott,2021,10.1007/978-3-030-77283-3,http://link.springer.com/book/10.1007/978-3-030-77283-3
Systems Benchmarking,Samuel KounevKlaus-Dieter LangeJóakim von Kistowski,2020,10.1007/978-3-030-41705-5,http://link.springer.com/book/10.1007/978-3-030-41705-5
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeAndreas RielRichard Messnarz,2023,10.1007/978-3-031-42307-9,http://link.springer.com/book/10.1007/978-3-031-42307-9
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeDr. Richard MessnarzProf. Michael Reiner,2021,10.1007/978-3-030-85521-5,http://link.springer.com/book/10.1007/978-3-030-85521-5
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeRichard MessnarzBruno Wöran,2022,10.1007/978-3-031-15559-8,http://link.springer.com/book/10.1007/978-3-031-15559-8
"Systems, Software and Services Process Improvement",Xabier LarruceaIzaskun SantamariaProf. Dr. Rory V. O'ConnorRichard Messnarz,2018,10.1007/978-3-319-97925-0,http://link.springer.com/book/10.1007/978-3-319-97925-0
"Systems, Software and Services Process Improvement",Murat YilmazProf. Dr. Jörg NiemannPaul ClarkeDr. Richard Messnarz,2020,10.1007/978-3-030-56441-4,http://link.springer.com/book/10.1007/978-3-030-56441-4
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeAndreas RielRichard Messnarz,2023,10.1007/978-3-031-42310-9,http://link.springer.com/book/10.1007/978-3-031-42310-9
"Systems, Software and Services Process Improvement",Murat YilmazPaul ClarkeAndreas RielRichard MessnarzChristian GreinerThomas Peisl,2024,10.1007/978-3-031-71139-8,http://link.springer.com/book/10.1007/978-3-031-71139-8
TEASER: Simulation-based CAN Bus Regression Testing for Self-driving Cars Software,"Birchler, Christian and Rohrbach, Cyrill and Kim, Hyeongkyun and Gambi, Alessio and Liu, Tianhai and Horneber, Jens and Kehrer, Timo and Panichella, Sebastiano",2024,10.1109/ASE56229.2023.00154,https://doi.org/10.1109/ASE56229.2023.00154
TOSCA-based Intent modelling: goal-modelling for infrastructure-as-code,Damian A. TamburriWillem-Jan Van den HeuvelChris LauwersPaul LiptonDerek PalmaMatt Rutkowski,2019,10.1007/s00450-019-00404-x,http://link.springer.com/article/10.1007/s00450-019-00404-x
Tackling Industrial Downtimes with Artificial Intelligence in Data-Driven Maintenance,"Hoffmann, Marcel Andr\'{e} and Lasch, Rainer",2023,10.1145/3623378,https://doi.org/10.1145/3623378
Tackling rapid technology changes by applying enterprise engineering theories,Ondřej Dvořák and Robert Pergl,2022,https://doi.org/10.1016/j.scico.2021.102747,https://www.sciencedirect.com/science/article/pii/S0167642321001404
TeaStore: A Micro-Service Reference Application for Research Use,Samuel KounevKlaus-Dieter LangeJóakim von Kistowski,2020,10.1007/978-3-030-41705-5_14,http://link.springer.com/chapter/10.1007/978-3-030-41705-5_14
Teaching modeling to anyone the aristotelian way: anyone can cook a sound model,"Zam, Michel",2022,10.1145/3550356.3556504,https://doi.org/10.1145/3550356.3556504
Technical Debt Monitoring Decision Making with Skin in the Game,"Fungprasertkul, Suwichak and Bahsoon, Rami and Kazman, Rick",2024,10.1145/3664805,https://doi.org/10.1145/3664805
Technologiegetriebene Polizeiausbildung im Umgang mit Digitalen Spuren,Wilfried HonekampRoman PovalejHeiko RittelmeierJohannes FähndrichSilvio BernerDirk Labudde,2023,10.1007/978-3-658-35442-8_51,http://link.springer.com/chapter/10.1007/978-3-658-35442-8_51
Technologiegetriebene Polizeiausbildung im Umgang mit Digitalen Spuren,Wilfried HonekampRoman PovalejHeiko RittelmeierJohannes FähndrichSilvio BernerDirk Labudde,2023,10.1007/978-3-658-35450-3_51-2,http://link.springer.com/referenceworkentry/10.1007/978-3-658-35450-3_51-2
Technologies and Innovation,Rafael Valencia-GarcíaTamara BorodulinaJavier Del Cioppo-MorstadtCesar Ernesto Moran-CastroNéstor Vera-Lucio,2025,10.1007/978-3-031-75702-0,http://link.springer.com/book/10.1007/978-3-031-75702-0
Technology Trends—Historical and Future Drivers of Change,Hubert TardieuDavid DalyJosé Esteban-LauzánJohn HallGeorge Miller,2020,10.1007/978-3-030-37955-1_4,http://link.springer.com/chapter/10.1007/978-3-030-37955-1_4
Technology in Education. Innovative Practices for the New Normal,Simon K. S. CheungFu Lee WangNaraphorn PaoprasertPeerayuth CharnsethikulKam Cheong LiKongkiti Phusavat,2024,10.1007/978-981-99-8255-4,http://link.springer.com/book/10.1007/978-981-99-8255-4
Telescope Manager for the SKA,Yashwant GuptaVivek MohileJitendra KodilkarRaj UpradeYogesh WadadekarSubhrojyoti Roy Chaudhuri,2023,10.1007/s12036-023-09908-0,http://link.springer.com/article/10.1007/s12036-023-09908-0
"Terminologische, konzeptionelle und theoretische Grundlagen",Christoph Feichtinger,2023,10.1007/978-3-658-40772-8_2,http://link.springer.com/chapter/10.1007/978-3-658-40772-8_2
