Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The 2nd EAI International Conference on Automation and Control in Theory and Practice","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-031-59238-6","Michal BalogAngelina IakovetsStella HrehováKhrystyna Berladir","2024","http://link.springer.com/book/10.1007/978-3-031-59238-6","Book"
"Intelligent Secure Trustable Things","Studies in Computational Intelligence","","","","10.1007/978-3-031-54049-3","Michael KarnerJohannes PeltolaMichael JerneLukas KulasPeter Priller","2024","http://link.springer.com/book/10.1007/978-3-031-54049-3","Book"
"Effectively and Efficiently Implementing Complex Business Processes: A Case Study","Empirical Studies on the Development of Executable Business Processes","","","","10.1007/978-3-030-17666-2_3","Volker StiehlMarcus DaneiJuliet ElliottMatthias HeilerTorsten Kerwien","2019","http://link.springer.com/chapter/10.1007/978-3-030-17666-2_3","Chapter"
"A Concrete Syntax Transformation Approach for Software Language Processing","SN Computer Science","","5","5","10.1007/s42979-024-02979-y","Kevin LanoQiaomu XueHoward Haughton","2024","http://link.springer.com/article/10.1007/s42979-024-02979-y","Article"
"From Shadow IT to Business-managed IT: a qualitative comparative analysis to determine configurations for successful management of IT by business entities","Information Systems and e-Business Management","","18","2","10.1007/s10257-020-00472-6","Andreas KopperMarkus WestnerSusanne Strahringer","2020","http://link.springer.com/article/10.1007/s10257-020-00472-6","Article"
"Creativity in Intelligent Technologies and Data Science","Communications in Computer and Information Science","","","","10.1007/978-3-030-87034-8","Prof. Alla G. KravetsMaxim ShcherbakovAssoc. Prof. Danila ParyginProf. Peter P. Groumpos","2021","http://link.springer.com/book/10.1007/978-3-030-87034-8","Book"
"A Full-Digital Test Method for Satellite-Borne Software","Signal and Information Processing, Networking and Computers","","","","10.1007/978-981-19-9968-0_7","Pan XinJiao Rong-HuiHe Jing","2023","http://link.springer.com/chapter/10.1007/978-981-19-9968-0_7","Chapter"
"JetBrains MPS as Core DSL Technology for Developing Professional Digital Printers","Domain-Specific Languages in Practice","","","","10.1007/978-3-030-73758-0_3","Eugen SchindlerHristina MonevaJoost van PinxtenLouis van GoolBart van der MeulenNiko StotzBart Theelen","2021","http://link.springer.com/chapter/10.1007/978-3-030-73758-0_3","Chapter"
"Strategies to manage quality requirements in agile software development: a multiple case study","Empirical Software Engineering","","26","2","10.1007/s10664-020-09903-x","Pertti KarhapääWoubshet BehutiyePilar RodríguezMarkku OivoDolors CostalXavier FranchSanja AaramaaMichał ChoraśJari PartanenAntonin Abherve","2021","http://link.springer.com/article/10.1007/s10664-020-09903-x","Article"
"BAB Framework – Towards an Extensible Software Platform for AI-Augmented Process Aware Business Information Systems","Disruptive Information Technologies for a Smart Society","","","","10.1007/978-3-031-71419-1_18","Borivoj BogdanovićĐorđe ObradovićMilan SegedinacZora Konjović","2024","http://link.springer.com/chapter/10.1007/978-3-031-71419-1_18","Chapter"
"Enabling Normalized Systems in Practice – Exploring a Modeling Approach","Business & Information Systems Engineering","","60","1","10.1007/s12599-017-0510-4","Peter De BruynHerwig MannaertJan VerelstPhilip Huysmans","2018","http://link.springer.com/article/10.1007/s12599-017-0510-4","Article"
"Expanding Tracing Capabilities Using Dynamic Tracing Data","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-030-40223-5_16","Dennis ZiegenhagenAndreas SpeckElke Pulvermueller","2020","http://link.springer.com/chapter/10.1007/978-3-030-40223-5_16","Chapter"
"Proceedings of the International Conference on Cognitive and Intelligent Computing","Cognitive Science and Technology","","","","10.1007/978-981-19-2350-0","Amit KumarGheorghita GhineaSuresh MeruguTakako Hashimoto","2022","http://link.springer.com/book/10.1007/978-981-19-2350-0","Book"
"Executable Documentation: Test-First in Action","Leveraging Applications of Formal Methods, Verification and Validation. Software Engineering","","","","10.1007/978-3-031-19756-7_8","Steven SmythJette PetzoldJonas SchürmannFlorian KarbusTiziana MargariaReinhard von HanxledenBernhard Steffen","2022","http://link.springer.com/chapter/10.1007/978-3-031-19756-7_8","Chapter"
"Should I Stay or Should I Go? On Forces that Drive and Prevent MBSE Adoption in the Embedded Systems Industry","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-69926-4_14","Andreas VogelsangTiago AmorimFlorian PudlitzPeter GersingJan Philipps","2017","http://link.springer.com/chapter/10.1007/978-3-319-69926-4_14","Chapter"
"Foundations and Research Agenda for Simulation of Smart Ecosystems Architectures","Software Architecture","","","","10.1007/978-3-031-15116-3_15","Valdemar Vicente Graciano NetoWallace ManzanoPablo Oliveira AntoninoElisa Yumi Nakagawa","2022","http://link.springer.com/chapter/10.1007/978-3-031-15116-3_15","Chapter"
"Mining, Analyzing, and Evolving Data-Intensive Software Ecosystems","Software Ecosystems","","","","10.1007/978-3-031-36060-2_11","Csaba NagyMichele LanzaAnthony Cleve","2023","http://link.springer.com/chapter/10.1007/978-3-031-36060-2_11","Chapter"
"A Case Study on the Impact of Forensic-Ready Information Systems on the Security Posture","Advanced Information Systems Engineering","","","","10.1007/978-3-031-34560-9_31","Lukas DaubnerRaimundas MatulevičiusBarbora BuhnovaMatej AntolMichal RůžičkaTomas Pitner","2023","http://link.springer.com/chapter/10.1007/978-3-031-34560-9_31","Chapter"
"Software Engineering Perspectives in Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-09070-7","Prof. Radek Silhavy","2022","http://link.springer.com/book/10.1007/978-3-031-09070-7","Book"
"Towards an Understanding of iIoT Ecosystem Evolution - MindSphere Case Study","Software Business","","","","10.1007/978-3-030-33742-1_5","Dimitri PetrikGeorg Herzwurm","2019","http://link.springer.com/chapter/10.1007/978-3-030-33742-1_5","Chapter"
"Emerging Trends in Expert Applications and Security","Lecture Notes in Networks and Systems","","","","10.1007/978-981-97-3745-1","Vijay Singh RathoreJoão Manuel R. S. TavaresEva TubaVladan Devedzic","2024","http://link.springer.com/book/10.1007/978-981-97-3745-1","Book"
"On Model-Based Coordination of Change in Organizations","Engineering the Transformation of the Enterprise","","","","10.1007/978-3-030-84655-8_6","Henderik A. Proper","2021","http://link.springer.com/chapter/10.1007/978-3-030-84655-8_6","Chapter"
"Innovations in Electrical and Electronic Engineering","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-15-4692-1","Prof. Dr. Margarita N. FavorskayaProf. Dr. Saad MekhilefProf. Rajendra Kumar PandeyProf. Dr. Nitin Singh","2021","http://link.springer.com/book/10.1007/978-981-15-4692-1","Book"
"Integrated Cloud Application Provisioning: Interconnecting Service-Centric and Script-Centric Management Technologies","On the Move to Meaningful Internet Systems: OTM 2013 Conferences","","","","10.1007/978-3-642-41030-7_9","Uwe BreitenbücherTobias BinzOliver KoppFrank LeymannJohannes Wettinger","2013","http://link.springer.com/chapter/10.1007/978-3-642-41030-7_9","Chapter"
"Edge Intelligence","","","","","10.1007/978-3-031-22155-2","Javid TaheriSchahram DustdarAlbert ZomayaShuiguang Deng","2023","http://link.springer.com/book/10.1007/978-3-031-22155-2","Book"
"BPMN Decision Footprint: Towards Decision Harmony Along BI Process","Information and Software Technologies","","","","10.1007/978-3-319-46254-7_22","Riadh GhlalaZahra Kodia AouinaLamjed Ben Said","2016","http://link.springer.com/chapter/10.1007/978-3-319-46254-7_22","Chapter"
"Service Design for Emerging Technologies Product Development","Springer Series in Design and Innovation","","","","10.1007/978-3-031-29306-1","Umar Zakir Abdul HamidMari Suoheimo","2023","http://link.springer.com/book/10.1007/978-3-031-29306-1","Book"
"Computational Intelligence in Engineering and Project Management","Studies in Computational Intelligence","","","","10.1007/978-3-031-50495-2","Pedro Yobanis Piñero PérezJanusz KacprzykRafael Bello PérezIliana Pérez Pupo","2024","http://link.springer.com/book/10.1007/978-3-031-50495-2","Book"
"Modelling Economic Capital","Contributions to Finance and Accounting","","","","10.1007/978-3-030-95096-5","David Jamieson Bolder","2022","http://link.springer.com/book/10.1007/978-3-030-95096-5","Book"
"Optimising QoS-Assurance, Resource Usage and Cost of Fog Application Deployments","Cloud Computing and Services Science","","","","10.1007/978-3-030-29193-8_9","Antonio BrogiStefano FortiAhmad Ibrahim","2019","http://link.springer.com/chapter/10.1007/978-3-030-29193-8_9","Chapter"
"Soft Computing: Theories and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-97-2031-6","Rajesh KumarAjit Kumar VermaOm Prakash VermaTanu Wadehra","2024","http://link.springer.com/book/10.1007/978-981-97-2031-6","Book"
"Building Agile Enterprises: A Model-Based Approach to Rapid Realization of Business Value","Business Architecture Management","","","","10.1007/978-3-319-14571-6_11","Marc M. LankhorstBas van Gils","2015","http://link.springer.com/chapter/10.1007/978-3-319-14571-6_11","Chapter"
"Proceedings of the Future Technologies Conference (FTC) 2024, Volume 2","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-73122-8","Kohei Arai","2024","http://link.springer.com/book/10.1007/978-3-031-73122-8","Book"
"New Frontiers in Cloud Computing and Internet of Things","Internet of Things","","","","10.1007/978-3-031-05528-7","Rajkumar BuyyaLalit GargGiancarlo FortinoSanjay Misra","2022","http://link.springer.com/book/10.1007/978-3-031-05528-7","Book"
"Advances in Computer Science for Engineering and Education VI","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-36118-0","Zhengbing HuIvan DychkaMatthew He","2023","http://link.springer.com/book/10.1007/978-3-031-36118-0","Book"
"Advances and Trends in Artificial Intelligence. Artificial Intelligence Practices","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79457-6","Prof. Hamido FujitaAli SelamatProf. Dr. Jerry Chun-Wei LinDr. Moonis Ali","2021","http://link.springer.com/book/10.1007/978-3-030-79457-6","Book"
"Distributed Sensing and Intelligent Systems","Studies in Distributed Intelligence","","","","10.1007/978-3-030-64258-7","Dr. Mohamed ElhosenyXiaohui YuanSalah-ddine Krit","2022","http://link.springer.com/book/10.1007/978-3-030-64258-7","Book"
"Multi-cloud provisioning of business processes","Journal of Cloud Computing","","8","1","10.1186/s13677-019-0143-x","Kyriakos KritikosChrysostomos ZeginisJoaquin IranzoRoman Sosa GonzalezDaniel SeyboldFrank GriesingerJörg Domaschka","2019","http://link.springer.com/article/10.1186/s13677-019-0143-x","Article"
"Management of Digital EcoSystems","Communications in Computer and Information Science","","","","10.1007/978-3-031-51643-6","Richard ChbeirDjamal BenslimaneMichalis ZervakisYannis ManolopoulosNgoc Thanh NgyuenJoe Tekli","2024","http://link.springer.com/book/10.1007/978-3-031-51643-6","Book"
"Introduction: Unfolding ICT","Business Innovation and ICT Strategies","","","","10.1007/978-981-13-1675-3_1","Sriram BirudavoluBiswajit Nag","2019","http://link.springer.com/chapter/10.1007/978-981-13-1675-3_1","Chapter"
"Detector-based component model abstraction for microservice-based systems","Computing","","103","11","10.1007/s00607-021-01002-z","Evangelos NtentosUwe ZdunKonstantinos PlakidasPatric GenferSebastian GeigerSebastian MeixnerWilhelm Hasselbring","2021","http://link.springer.com/article/10.1007/s00607-021-01002-z","Article"
"Proceedings of Ninth International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-97-4581-4","Xin-She YangSimon SherrattNilanjan DeyAmit Joshi","2024","http://link.springer.com/book/10.1007/978-981-97-4581-4","Book"
"Model Checking Software","Lecture Notes in Computer Science","","","","10.1007/978-3-031-32157-3","Georgiana CaltaisChristian Schilling","2023","http://link.springer.com/book/10.1007/978-3-031-32157-3","Book"
"Data Mining and Big Data","Communications in Computer and Information Science","","","","10.1007/978-981-97-0844-4","Ying TanYuhui Shi","2024","http://link.springer.com/book/10.1007/978-981-97-0844-4","Book"
"Computer Science and Education. Teaching and Curriculum","Communications in Computer and Information Science","","","","10.1007/978-981-97-0791-1","Wenxing HongGeetha Kanaparan","2024","http://link.springer.com/book/10.1007/978-981-97-0791-1","Book"
"Communication, Smart Technologies and Innovation for Society","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-4126-8","Prof. Álvaro RochaProf. Paulo Carlos López-LópezJuan Pablo Salgado-Guerrero","2022","http://link.springer.com/book/10.1007/978-981-16-4126-8","Book"
"Advanced Systems Engineering","Model-Based Engineering of Collaborative Embedded Systems","","","","10.1007/978-3-030-62136-0_19","Manfred BroyWolfgang BöhmBernhard Rumpe","2021","http://link.springer.com/chapter/10.1007/978-3-030-62136-0_19","Chapter"
"Updating Service-Based Software Systems in Air-Gapped Environments","Software Architecture","","","","10.1007/978-3-030-86044-8_10","Oleksandr ShabelnykPantelis A. FrangoudisSchahram DustdarChristos Tsigkanos","2021","http://link.springer.com/chapter/10.1007/978-3-030-86044-8_10","Chapter"
"Cybersecurity","Applied Innovation and Technology Management","","","","10.1007/978-3-031-34843-3","Tugrul U DaimMarina Dabić","2023","http://link.springer.com/book/10.1007/978-3-031-34843-3","Book"
"The Application of Formal Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-031-67114-2","Simon FosterAugusto Sampaio","2024","http://link.springer.com/book/10.1007/978-3-031-67114-2","Book"
"Towards a Foundation of Web3","Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications","","","","10.1007/978-981-19-8069-5_1","Ahto BuldasDirk DraheimMike GaultMärt Saarepera","2022","http://link.springer.com/chapter/10.1007/978-981-19-8069-5_1","Chapter"
"Mobile and Ubiquitous Systems: Computing, Networking and Services","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-63992-0","Arkady ZaslavskyZhaolong NingVana KalogerakiDimitrios GeorgakopoulosPanos K. Chrysanthis","2024","http://link.springer.com/book/10.1007/978-3-031-63992-0","Book"
"Computer Science – CACIC 2021","Communications in Computer and Information Science","","","","10.1007/978-3-031-05903-2","Dr. Patricia PesadoGustavo Gil","2022","http://link.springer.com/book/10.1007/978-3-031-05903-2","Book"
"Digital Interaction and Machine Intelligence","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-66594-3","Cezary BieleJanusz KacprzykWiesław KopećJakub MożarynJan W. OwsińskiAndrzej RomanowskiMarcin Sikorski","2024","http://link.springer.com/book/10.1007/978-3-031-66594-3","Book"
